账单行号,单号,快递公司,目的地省,账单重量,账单快递费,账单操作费,账单金额,商家ID,在订单中,订单快递,订单省份,订单重量,理论重量,理论快递费,理论总费用,费用差异,重量匹配,状态
16275,321142779545145,韵达快递,贵州省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16276,435183039116067,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16277,321142780391112,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16278,435182564134351,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16279,321143637184348,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河南省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16280,435183459360238,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河北省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16281,321143324839956,韵达快递,山西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16282,435183043744721,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16283,435182545517031,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16284,321142791428763,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16285,321143635294839,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.42,0.42,2.8,3.7,0,差异(1 vs 0.42),金额一致
16286,435183049206442,韵达快递,辽宁省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,辽宁省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16287,435183359404997,韵达快递,吉林省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,吉林省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16288,435185083292214,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16289,435184174232901,韵达快递,重庆市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16290,321144622128977,韵达快递,安徽省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16291,321145483860170,韵达快递,安徽省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16292,321144763912360,韵达快递,江西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,江西省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16293,435185070131296,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16294,321144629103890,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16295,435184764127905,韵达快递,吉林省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,吉林省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16296,321145634124547,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16297,435185083291760,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16298,321145335409092,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16299,321144625122665,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16300,321145485774128,韵达快递,辽宁省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16301,321147517638153,韵达快递,新疆维吾尔自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,新疆维吾尔自治区,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16302,435186706759884,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16303,435185907149476,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16304,321147127372181,韵达快递,贵州省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,贵州省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16305,428187719353961,韵达快递,重庆市,1,2.8,0.9,3.7,70迈官旗(253810120),是,韵达快递,重庆,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16306,435185935930507,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16307,435186702957797,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河北省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16308,435185925796401,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,安徽省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16309,435185922945211,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16310,321146666970837,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16311,435186441587429,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16312,435185925976969,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16313,435186698308606,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16314,435186287756030,韵达快递,吉林省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,吉林省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16315,321146684467036,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16316,435186301654190,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16317,321147560897255,韵达快递,陕西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,陕西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16318,435186286966122,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河南省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16319,435187985679127,韵达快递,贵州省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,贵州省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16320,435187986478131,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16321,321149416513660,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16322,321149050577381,韵达快递,吉林省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,吉林省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16323,435187471635410,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16324,435188429740433,韵达快递,辽宁省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,辽宁省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16325,435187976384882,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16326,435189722842617,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16327,435189495839965,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16328,435189514416632,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16329,321151393722005,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16330,435188970543348,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16331,435188966668514,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16332,435189923215280,韵达快递,上海市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,上海,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16333,321150952200159,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16334,435189995315830,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16335,435189914830354,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖北省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16336,435188961302207,韵达快递,天津市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,天津,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16337,435188968355894,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,安徽省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16338,435188968238800,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16339,435188965185796,韵达快递,甘肃省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,甘肃省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16340,435191152334273,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16341,435190572381852,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16342,435190597346210,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16343,321152944823747,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16344,435191359657404,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16345,321152217287099,韵达快递,四川省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16346,321153333306766,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16347,435191157758127,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16348,321153177923363,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16349,435190780182033,韵达快递,山西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山西省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16350,321152201876018,韵达快递,吉林省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16351,435191142339053,韵达快递,上海市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16352,321152217378181,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河南省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16353,435191372115824,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16354,321154424308762,韵达快递,云南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16355,321154979906961,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16356,435192363428121,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16357,321154428265938,韵达快递,吉林省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,吉林省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16358,321154971813661,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16359,321154457226727,韵达快递,浙江省,1,2.8,0.9,3.7,Hiigge(149048504),是,韵达快递,浙江省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16360,435194190456774,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16361,435194576967115,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖北省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16362,435194859811601,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16363,435194559976601,韵达快递,重庆市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,重庆,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16364,435194902659298,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16365,435194576169690,韵达快递,辽宁省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,辽宁省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
16366,435194576168302,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江苏省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16367,321156560597248,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16368,321156556810267,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16369,321156577321538,韵达快递,重庆市,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16370,321156559703542,韵达快递,山西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16371,321158529853064,韵达快递,新疆维吾尔自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,新疆维吾尔自治区,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16372,435196391788192,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16373,435195961928462,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,陕西省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16374,435196652071979,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16375,435195971148042,韵达快递,山西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16376,321158529857424,韵达快递,山西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16377,435195948631872,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16378,435195952548692,韵达快递,北京市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,北京,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16379,435195961189028,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16380,435196635833699,韵达快递,上海市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16381,435196638889215,韵达快递,吉林省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,吉林省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16382,435196640356064,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16383,321159274609275,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16384,321160344044781,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河南省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16385,428188506016710,韵达快递,河南省,1,2.8,0.9,3.7,70迈官旗(253810120),是,韵达快递,河南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16386,435197903970149,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16387,435197540463259,韵达快递,内蒙古自治区,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16388,435197877564886,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16389,321160335662755,韵达快递,福建省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16390,321161082312923,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16391,321160258223017,韵达快递,安徽省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16392,321161336152004,韵达快递,湖北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,湖北省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16393,321160350083050,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16394,321161102457691,韵达快递,黑龙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16395,435197879154505,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16396,321160243827978,韵达快递,甘肃省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16397,435197898513539,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16398,321160334636854,韵达快递,陕西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,陕西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16399,435198723295422,韵达快递,重庆市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,重庆,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16400,435196968222079,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,安徽省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16401,428188448703207,韵达快递,安徽省,1,2.8,0.9,3.7,70迈官旗(253810120),是,韵达快递,安徽省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16402,435198727045796,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,安徽省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16403,321160348360390,韵达快递,湖北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16404,435199583834595,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16405,321162557214172,韵达快递,陕西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16406,321162994489842,韵达快递,陕西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16407,435199604009937,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16408,321163383546055,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16409,435199976440720,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16410,321162546846137,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16411,435199984200319,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16412,321163000114363,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16413,435200357977311,韵达快递,海南省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,海南省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16414,435199982657325,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
